Course ID,Course Title,Ad Campaign Platform,Ad Spend ($),Impressions,Clicks,Landing Page Views,Sign-ups,Conversion Rate (%),Location,Date
C-1008,UI/UX Fundamentals,LinkedIn Sponsored,1429.7,48769,6444,4858,1134,23.34,Johannesburg,09/07/2025
C-1000,Intro to Python,Email Blast,1524,46415,3804,3451,1302,37.73,Cairo,15/06/2025
C-1008,UI/UX Fundamentals,Facebook Ads,1325.91,30748,2576,1827,814,44.55,Abuja,21/05/2025
C-1000,Intro to Python,Instagram Stories,367.27,22168,710,602,263,43.69,Abuja,09/05/2025
C-1004,Digital Marketing Basics,Email Blast,171.41,8976,244,230,82,35.65,Cape Town,13/07/2025
C-1007,Graphic Design Essentials,Email Blast,882.44,24689,839,727,322,44.29,Lagos,02/07/2025
C-1003,SQL for Beginners,LinkedIn Sponsored,91.87,4077,91,84,29,34.52,Abuja,26/04/2025
C-1008,UI/UX Fundamentals,LinkedIn Sponsored,1434.74,30416,2273,1812,988,54.53,Lagos,24/05/2025
C-1006,AI for Non-Techies,LinkedIn Sponsored,649.59,13753,721,660,338,51.21,Nairobi,22/06/2025
C-1009,Remote Work Productivity,Google Search,114.37,2662,118,99,30,30.3,Abuja,04/05/2025
C-1001,Advanced Excel,Google Search,398.18,17382,186,156,52,33.33,Accra,28/05/2025
C-1005,Project Management 101,Facebook Ads,942.9,21368,2142,1955,867,44.35,Nairobi,11/06/2025
C-1000,Intro to Python,Instagram Stories,339.67,32455,1526,1266,481,37.99,Lagos,18/05/2025
C-1009,Remote Work Productivity,LinkedIn Sponsored,1658.73,42045,3698,3200,1397,43.66,Cairo,30/05/2025
C-1003,SQL for Beginners,Instagram Stories,273.14,8067,725,519,127,24.47,Johannesburg,18/05/2025
C-1005,Project Management 101,LinkedIn Sponsored,146.93,4567,221,159,59,37.11,Johannesburg,01/06/2025
C-1001,Advanced Excel,Email Blast,939.95,40319,2258,1987,909,45.75,Cape Town,04/07/2025
C-1001,Advanced Excel,Instagram Stories,1349.18,41982,4856,4186,1904,45.48,Nairobi,17/04/2025
C-1001,Advanced Excel,Facebook Ads,237.42,4977,57,49,17,34.69,Abuja,06/05/2025
C-1005,Project Management 101,Facebook Ads,842.83,46440,5782,4896,1473,30.09,Accra,14/07/2025
C-1000,Intro to Python,Facebook Ads,916.72,29961,1727,1414,450,31.82,Cairo,27/05/2025
C-1009,Remote Work Productivity,Instagram Stories,1987.42,42037,1393,1315,319,24.26,Nairobi,30/06/2025
C-1001,Advanced Excel,Facebook Ads,1245.97,45404,6261,5205,2550,48.99,Lagos,04/07/2025
C-1004,Digital Marketing Basics,Instagram Stories,861.33,25999,2553,2004,642,32.04,Nairobi,14/05/2025
C-1009,Remote Work Productivity,Google Search,689.56,27942,2228,1882,592,31.46,Lagos,30/05/2025
C-1007,Graphic Design Essentials,Instagram Stories,339.29,26160,568,405,122,30.12,Abuja,11/06/2025
C-1009,Remote Work Productivity,Facebook Ads,1511.79,41581,1019,920,198,21.52,Kigali,14/05/2025
C-1000,Intro to Python,Email Blast,683.54,30758,1481,1359,535,39.37,Kigali,25/06/2025
C-1009,Remote Work Productivity,Facebook Ads,198.51,13614,1122,892,379,42.49,Nairobi,18/05/2025
C-1000,Intro to Python,Facebook Ads,1536.53,40005,5983,4824,1636,33.91,Johannesburg,02/06/2025
C-1009,Remote Work Productivity,Email Blast,358.97,9256,564,512,195,38.09,Cairo,05/06/2025
C-1005,Project Management 101,Instagram Stories,528.04,28591,716,652,322,49.39,Cape Town,10/07/2025
C-1002,Data Visualization with Power BI,Google Search,343.33,16935,513,399,235,58.9,Lagos,18/05/2025
C-1000,Intro to Python,LinkedIn Sponsored,307.73,9367,691,488,175,35.86,Abuja,12/07/2025
C-1008,UI/UX Fundamentals,LinkedIn Sponsored,1393.7,43710,6269,5198,2742,52.75,Cairo,25/05/2025
C-1009,Remote Work Productivity,Google Search,1751.14,36464,572,445,191,42.92,Accra,06/06/2025
C-1007,Graphic Design Essentials,Email Blast,383.12,21229,2765,2093,602,28.76,Kigali,30/04/2025
C-1004,Digital Marketing Basics,Facebook Ads,647.13,25171,3502,3197,1630,50.99,Accra,16/04/2025
C-1000,Intro to Python,Email Blast,500.04,16557,1334,1088,327,30.06,Lagos,19/04/2025
C-1006,AI for Non-Techies,Google Search,942.86,23532,335,245,135,55.1,Johannesburg,18/06/2025
C-1003,SQL for Beginners,LinkedIn Sponsored,217.26,5482,379,314,109,34.71,Johannesburg,10/06/2025
C-1007,Graphic Design Essentials,Instagram Stories,845.98,46533,5574,4965,2428,48.9,Kigali,24/05/2025
C-1009,Remote Work Productivity,LinkedIn Sponsored,1531.49,38099,2183,1784,592,33.18,Cairo,03/05/2025
C-1006,AI for Non-Techies,Google Search,1108.69,22536,1264,928,333,35.88,Nairobi,23/04/2025
C-1007,Graphic Design Essentials,Instagram Stories,48.35,3765,156,133,49,36.84,Johannesburg,23/04/2025
C-1000,Intro to Python,Google Search,1923.83,42862,3356,2938,1190,40.5,Johannesburg,12/05/2025
C-1007,Graphic Design Essentials,Google Search,1052.58,41889,2113,1524,875,57.41,Johannesburg,05/06/2025
C-1007,Graphic Design Essentials,LinkedIn Sponsored,1899.13,49141,4456,4001,1319,32.97,Abuja,27/06/2025
C-1003,SQL for Beginners,Google Search,1156.06,27234,788,608,156,25.66,Lagos,05/05/2025
C-1005,Project Management 101,Facebook Ads,51.27,1648,67,58,33,56.9,Kigali,04/06/2025
C-1000,Intro to Python,Facebook Ads,1084.19,37352,3197,2606,860,33,Accra,11/07/2025
C-1004,Digital Marketing Basics,Google Search,1328.44,29862,2818,2667,1533,57.48,Kigali,25/04/2025
C-1000,Intro to Python,Google Search,134.89,2945,396,323,149,46.13,Johannesburg,10/06/2025
C-1004,Digital Marketing Basics,Google Search,422.55,12412,806,757,277,36.59,Cairo,05/05/2025
C-1002,Data Visualization with Power BI,Email Blast,927.2,23270,2545,2386,710,29.76,Johannesburg,26/04/2025
C-1002,Data Visualization with Power BI,Facebook Ads,444.24,13844,1147,879,448,50.97,Accra,29/06/2025
C-1004,Digital Marketing Basics,Facebook Ads,264.75,7631,782,610,239,39.18,Accra,13/07/2025
C-1006,AI for Non-Techies,Facebook Ads,1337.65,43917,2928,2194,1282,58.43,Kigali,02/05/2025
C-1003,SQL for Beginners,Instagram Stories,551.83,20993,2366,1899,649,34.18,Johannesburg,28/04/2025
C-1005,Project Management 101,Google Search,759.17,25402,1709,1428,596,41.74,Abuja,20/04/2025
C-1001,Advanced Excel,Google Search,131.87,8765,253,208,55,26.44,Accra,20/06/2025
C-1003,SQL for Beginners,Email Blast,353.59,13562,1906,1622,752,46.36,Abuja,17/05/2025
C-1005,Project Management 101,Email Blast,540.3,21837,2997,2575,1307,50.76,Abuja,12/05/2025
C-1003,SQL for Beginners,Email Blast,68.01,4027,581,525,284,54.1,Johannesburg,18/04/2025
C-1008,UI/UX Fundamentals,Google Search,896.66,20279,972,749,230,30.71,Kigali,02/06/2025
C-1003,SQL for Beginners,LinkedIn Sponsored,80.8,4490,64,46,14,30.43,Accra,07/06/2025
C-1008,UI/UX Fundamentals,Instagram Stories,401.85,39278,1667,1499,637,42.49,Johannesburg,02/07/2025
C-1001,Advanced Excel,Email Blast,1179.72,31845,2232,1789,439,24.54,Nairobi,12/06/2025
C-1002,Data Visualization with Power BI,Instagram Stories,343.39,34332,3717,3271,1607,49.13,Kigali,06/05/2025
C-1007,Graphic Design Essentials,Instagram Stories,371.96,35006,5025,4540,2549,56.15,Accra,13/07/2025
C-1005,Project Management 101,LinkedIn Sponsored,654.9,47693,6712,6057,3239,53.48,Cape Town,08/06/2025
C-1007,Graphic Design Essentials,LinkedIn Sponsored,1051.89,32048,3635,3416,1610,47.13,Abuja,11/07/2025
C-1009,Remote Work Productivity,Facebook Ads,1266.18,43581,6205,5030,2211,43.96,Johannesburg,14/05/2025
C-1003,SQL for Beginners,Instagram Stories,536.05,14303,2010,1445,578,40,Johannesburg,27/05/2025
C-1006,AI for Non-Techies,LinkedIn Sponsored,730.69,15325,1852,1566,882,56.32,Abuja,29/04/2025
C-1006,AI for Non-Techies,Google Search,891.03,38445,730,584,122,20.89,Kigali,17/04/2025
C-1004,Digital Marketing Basics,Facebook Ads,559.91,37080,3157,2928,1577,53.86,Accra,19/04/2025
C-1001,Advanced Excel,Instagram Stories,420.04,20336,468,396,163,41.16,Kigali,02/06/2025
C-1003,SQL for Beginners,Facebook Ads,1791.19,39270,5337,4973,1795,36.09,Cape Town,30/05/2025
C-1008,UI/UX Fundamentals,LinkedIn Sponsored,621.56,41706,2658,2350,917,39.02,Abuja,26/05/2025
C-1007,Graphic Design Essentials,Instagram Stories,781.12,31641,4426,3600,1777,49.36,Abuja,26/06/2025
C-1005,Project Management 101,LinkedIn Sponsored,1263.54,33606,424,307,122,39.74,Cairo,21/06/2025
C-1006,AI for Non-Techies,Google Search,99.93,2619,148,129,61,47.29,Cape Town,13/05/2025
C-1003,SQL for Beginners,Facebook Ads,515.59,18407,1453,1349,533,39.51,Kigali,11/07/2025
C-1001,Advanced Excel,Email Blast,717.47,20301,769,597,129,21.61,Nairobi,18/04/2025
C-1004,Digital Marketing Basics,Facebook Ads,367.69,15925,713,553,281,50.81,Nairobi,15/06/2025
C-1001,Advanced Excel,Facebook Ads,373.75,24608,1080,801,408,50.94,Johannesburg,07/07/2025
C-1005,Project Management 101,LinkedIn Sponsored,490.65,13887,1021,844,400,47.39,Cairo,06/06/2025
C-1004,Digital Marketing Basics,LinkedIn Sponsored,1056.83,49838,6155,4377,1394,31.85,Johannesburg,25/05/2025
C-1009,Remote Work Productivity,Email Blast,309.83,10035,305,235,76,32.34,Cairo,03/05/2025
C-1000,Intro to Python,LinkedIn Sponsored,483.61,20626,2122,1687,822,48.73,Kigali,30/04/2025
C-1006,AI for Non-Techies,Email Blast,363.97,27591,1397,1166,244,20.93,Lagos,03/06/2025
C-1007,Graphic Design Essentials,Email Blast,593.29,43866,3005,2811,1373,48.84,Accra,21/05/2025
C-1006,AI for Non-Techies,Google Search,681.31,15914,2044,1805,802,44.43,Johannesburg,28/06/2025
C-1007,Graphic Design Essentials,Email Blast,521.39,16317,1086,820,331,40.37,Cape Town,23/06/2025
C-1007,Graphic Design Essentials,Facebook Ads,1075.05,23325,1991,1674,970,57.95,Kigali,29/06/2025
C-1003,SQL for Beginners,Instagram Stories,405.66,29101,3858,3473,2005,57.73,Johannesburg,16/06/2025
C-1007,Graphic Design Essentials,Email Blast,920.97,30489,1436,1182,636,53.81,Lagos,24/05/2025
C-1005,Project Management 101,Email Blast,396.87,10106,1159,851,256,30.08,Accra,20/04/2025
C-1004,Digital Marketing Basics,Facebook Ads,1184.17,49352,1631,1284,392,30.53,Cape Town,27/05/2025
C-1005,Project Management 101,Google Search,325.72,23270,2540,2011,848,42.17,Abuja,30/06/2025
C-1006,AI for Non-Techies,Instagram Stories,1792.45,45942,5637,4467,2052,45.94,Cairo,04/07/2025
C-1005,Project Management 101,Facebook Ads,1071.46,39466,1553,1430,638,44.62,Lagos,18/05/2025
C-1002,Data Visualization with Power BI,LinkedIn Sponsored,202.85,11072,393,367,184,50.14,Abuja,07/06/2025
C-1006,AI for Non-Techies,Instagram Stories,584.36,14382,823,742,354,47.71,Nairobi,07/05/2025
C-1008,UI/UX Fundamentals,Google Search,485.71,26325,1889,1660,588,35.42,Cape Town,06/06/2025
C-1001,Advanced Excel,Email Blast,641.29,22550,2222,2097,679,32.38,Cape Town,07/06/2025
C-1004,Digital Marketing Basics,Google Search,287.74,7110,742,619,332,53.63,Nairobi,18/06/2025
C-1008,UI/UX Fundamentals,Facebook Ads,563.23,12641,229,217,108,49.77,Cape Town,08/06/2025
C-1000,Intro to Python,Google Search,316.44,13235,1338,1223,299,24.45,Nairobi,03/05/2025
C-1006,AI for Non-Techies,Google Search,813.89,19600,2600,1951,451,23.12,Johannesburg,22/06/2025
C-1004,Digital Marketing Basics,Email Blast,1657.14,44225,5615,4158,2252,54.16,Nairobi,30/05/2025
C-1007,Graphic Design Essentials,LinkedIn Sponsored,84.63,4765,394,357,131,36.69,Lagos,19/06/2025
C-1002,Data Visualization with Power BI,Instagram Stories,946.43,22415,1118,923,380,41.17,Abuja,10/07/2025
C-1002,Data Visualization with Power BI,Google Search,145.91,8257,997,842,431,51.19,Abuja,09/07/2025
C-1007,Graphic Design Essentials,Facebook Ads,987.46,49702,845,776,178,22.94,Abuja,02/07/2025
C-1003,SQL for Beginners,Google Search,208.56,9515,1021,819,450,54.95,Cairo,22/04/2025
C-1006,AI for Non-Techies,Instagram Stories,1189.51,47509,554,429,184,42.89,Accra,13/07/2025
C-1009,Remote Work Productivity,LinkedIn Sponsored,798.5,38689,3284,3018,1705,56.49,Johannesburg,16/06/2025
C-1008,UI/UX Fundamentals,Instagram Stories,2396.05,47974,3583,2999,1738,57.95,Cairo,03/07/2025
C-1003,SQL for Beginners,Google Search,15.35,1487,63,55,19,34.55,Cape Town,31/05/2025
C-1001,Advanced Excel,Email Blast,296.16,27164,306,249,98,39.36,Johannesburg,21/04/2025
C-1008,UI/UX Fundamentals,Email Blast,497.02,22554,2394,1851,784,42.36,Cape Town,25/06/2025
C-1007,Graphic Design Essentials,Email Blast,983.29,31323,1046,838,245,29.24,Lagos,04/07/2025
C-1001,Advanced Excel,Instagram Stories,731.92,19868,751,621,163,26.25,Kigali,17/04/2025
C-1004,Digital Marketing Basics,Email Blast,341.79,26630,3077,2238,866,38.7,Accra,28/05/2025
C-1006,AI for Non-Techies,Google Search,531.91,17327,1624,1244,511,41.08,Abuja,27/05/2025
C-1007,Graphic Design Essentials,Google Search,683.17,26209,3653,3058,1324,43.3,Nairobi,11/05/2025
C-1006,AI for Non-Techies,Facebook Ads,2047.75,46786,6684,5977,1877,31.4,Johannesburg,28/05/2025
C-1002,Data Visualization with Power BI,Email Blast,332.52,18942,1336,1211,640,52.85,Cairo,09/05/2025
C-1001,Advanced Excel,Google Search,1021.61,46747,5056,3906,1246,31.9,Cape Town,07/06/2025
C-1006,AI for Non-Techies,Facebook Ads,1437.39,37229,4153,3145,630,20.03,Kigali,29/05/2025
C-1001,Advanced Excel,Email Blast,198.92,7895,268,194,57,29.38,Kigali,25/04/2025
C-1006,AI for Non-Techies,Google Search,1180.61,30552,2341,1664,978,58.77,Cairo,12/05/2025
C-1003,SQL for Beginners,Facebook Ads,1197.48,34165,1887,1471,558,37.93,Cape Town,14/06/2025
C-1000,Intro to Python,Instagram Stories,117.37,5796,176,131,71,54.2,Abuja,07/05/2025
C-1005,Project Management 101,Instagram Stories,1180.75,49887,3154,2894,1346,46.51,Johannesburg,12/07/2025
C-1006,AI for Non-Techies,Facebook Ads,102.45,3475,367,258,127,49.22,Cairo,16/06/2025
C-1001,Advanced Excel,Google Search,2201.26,47471,5879,5518,3147,57.03,Kigali,09/05/2025
C-1007,Graphic Design Essentials,Instagram Stories,1231.98,32769,2677,2114,816,38.6,Nairobi,23/05/2025
C-1001,Advanced Excel,Google Search,1573.95,36941,4941,3714,2106,56.7,Cape Town,13/07/2025
C-1002,Data Visualization with Power BI,LinkedIn Sponsored,453.53,31853,4683,4308,1343,31.17,Accra,13/07/2025
C-1002,Data Visualization with Power BI,Email Blast,92.06,2183,56,43,19,44.19,Nairobi,30/04/2025
C-1002,Data Visualization with Power BI,Facebook Ads,353.89,20277,2755,2358,476,20.19,Abuja,13/06/2025
C-1002,Data Visualization with Power BI,Facebook Ads,71.4,6084,145,114,45,39.47,Cairo,11/05/2025
C-1002,Data Visualization with Power BI,LinkedIn Sponsored,853.64,29878,1756,1307,599,45.83,Accra,18/04/2025
C-1003,SQL for Beginners,Facebook Ads,888.93,47819,3794,3061,1782,58.22,Johannesburg,21/05/2025
C-1007,Graphic Design Essentials,Facebook Ads,2200.57,46661,3841,3395,1435,42.27,Nairobi,22/06/2025
C-1006,AI for Non-Techies,LinkedIn Sponsored,1588.87,46242,2909,2373,558,23.51,Cape Town,22/05/2025
C-1000,Intro to Python,Facebook Ads,1258.05,40203,2024,1497,625,41.75,Lagos,07/05/2025
C-1006,AI for Non-Techies,Google Search,249.73,14221,293,256,115,44.92,Kigali,05/06/2025
C-1003,SQL for Beginners,Facebook Ads,364.21,14106,1068,939,386,41.11,Lagos,13/05/2025
C-1006,AI for Non-Techies,Facebook Ads,104.38,2831,156,133,76,57.14,Kigali,05/07/2025
C-1003,SQL for Beginners,Facebook Ads,627.76,45561,932,759,422,55.6,Johannesburg,27/05/2025
C-1001,Advanced Excel,Google Search,2107.56,44523,6609,6194,1432,23.12,Accra,23/06/2025
C-1000,Intro to Python,Email Blast,780.45,28242,1718,1565,574,36.68,Nairobi,29/06/2025
C-1005,Project Management 101,Email Blast,746.94,22147,2187,1954,417,21.34,Johannesburg,07/06/2025
C-1009,Remote Work Productivity,Email Blast,419.15,14573,526,413,140,33.9,Abuja,04/06/2025
C-1006,AI for Non-Techies,Google Search,101.1,8917,506,367,94,25.61,Johannesburg,04/07/2025
C-1001,Advanced Excel,LinkedIn Sponsored,1166.02,24368,1847,1733,426,24.58,Accra,18/05/2025
C-1000,Intro to Python,LinkedIn Sponsored,1178.11,27354,3081,2647,1212,45.79,Lagos,12/05/2025
C-1006,AI for Non-Techies,Instagram Stories,500.18,14943,373,308,147,47.73,Johannesburg,30/04/2025
C-1001,Advanced Excel,LinkedIn Sponsored,1383.65,44120,5585,4010,1909,47.61,Kigali,30/05/2025
C-1000,Intro to Python,Google Search,247,5412,341,267,119,44.57,Abuja,18/05/2025
C-1004,Digital Marketing Basics,Instagram Stories,567.31,40247,3198,2897,1045,36.07,Nairobi,23/06/2025
C-1008,UI/UX Fundamentals,Google Search,899.72,38303,712,507,178,35.11,Cairo,24/05/2025
C-1001,Advanced Excel,LinkedIn Sponsored,759.68,40312,4454,3944,869,22.03,Abuja,22/05/2025
C-1002,Data Visualization with Power BI,Google Search,349.56,22761,1101,921,237,25.73,Kigali,05/06/2025
C-1007,Graphic Design Essentials,LinkedIn Sponsored,142.45,5424,770,693,188,27.13,Lagos,09/05/2025
C-1009,Remote Work Productivity,Instagram Stories,594.58,39340,2352,2111,853,40.41,Abuja,07/06/2025
C-1008,UI/UX Fundamentals,Google Search,1075.38,42981,4876,3897,1189,30.51,Lagos,14/06/2025
C-1003,SQL for Beginners,Email Blast,62,2390,190,149,44,29.53,Nairobi,18/04/2025
C-1004,Digital Marketing Basics,Instagram Stories,193.88,16492,209,186,49,26.34,Johannesburg,20/05/2025
C-1009,Remote Work Productivity,Facebook Ads,184.45,6202,629,562,295,52.49,Accra,05/06/2025
C-1005,Project Management 101,LinkedIn Sponsored,668.66,33684,1305,1154,553,47.92,Johannesburg,22/04/2025
C-1002,Data Visualization with Power BI,Google Search,1138,25625,3497,2539,1505,59.28,Lagos,09/05/2025
C-1003,SQL for Beginners,Email Blast,855.07,48533,5159,4822,2357,48.88,Cape Town,23/06/2025
C-1005,Project Management 101,LinkedIn Sponsored,388.67,9799,704,505,179,35.45,Kigali,22/06/2025
C-1000,Intro to Python,Instagram Stories,1577.15,35135,2252,1762,772,43.81,Cairo,08/06/2025
C-1000,Intro to Python,LinkedIn Sponsored,605.33,16008,266,211,55,26.07,Kigali,12/06/2025
C-1003,SQL for Beginners,Email Blast,260.16,14488,359,310,97,31.29,Lagos,17/06/2025
C-1003,SQL for Beginners,Google Search,500.29,46046,6496,4577,1716,37.49,Abuja,21/06/2025
C-1008,UI/UX Fundamentals,Google Search,337.49,22078,1715,1415,465,32.86,Cape Town,05/05/2025
C-1000,Intro to Python,Instagram Stories,163.46,5234,328,284,145,51.06,Nairobi,23/04/2025
C-1003,SQL for Beginners,Google Search,72.72,4414,408,306,96,31.37,Johannesburg,09/06/2025
C-1002,Data Visualization with Power BI,Google Search,227.98,7013,314,237,96,40.51,Johannesburg,06/05/2025
C-1003,SQL for Beginners,Facebook Ads,1462.32,34254,4874,3650,1666,45.64,Abuja,17/05/2025
C-1007,Graphic Design Essentials,Google Search,247.74,21412,1893,1445,440,30.45,Johannesburg,22/05/2025
C-1003,SQL for Beginners,Google Search,540.4,28788,1518,1345,294,21.86,Johannesburg,13/06/2025
C-1004,Digital Marketing Basics,Email Blast,747.08,19700,2144,1920,733,38.18,Cape Town,28/04/2025
C-1003,SQL for Beginners,Instagram Stories,624.67,18816,1210,895,321,35.87,Nairobi,17/06/2025
C-1005,Project Management 101,Instagram Stories,627.53,27099,3867,2773,1117,40.28,Accra,04/05/2025
C-1007,Graphic Design Essentials,Instagram Stories,1280.67,29926,2428,1714,557,32.5,Abuja,31/05/2025
C-1002,Data Visualization with Power BI,Facebook Ads,714.38,32588,2853,2318,728,31.41,Abuja,15/05/2025
C-1006,AI for Non-Techies,LinkedIn Sponsored,177.78,6454,410,372,218,58.6,Accra,03/06/2025
C-1008,UI/UX Fundamentals,Google Search,1559.8,48621,3163,2883,1068,37.04,Cairo,12/07/2025
C-1006,AI for Non-Techies,LinkedIn Sponsored,1329.51,31385,1328,1176,485,41.24,Cape Town,25/06/2025
C-1004,Digital Marketing Basics,Email Blast,1074.63,25585,3052,2300,1118,48.61,Cape Town,15/06/2025
C-1001,Advanced Excel,Google Search,640.29,22838,1334,991,199,20.08,Cape Town,15/05/2025
C-1003,SQL for Beginners,Google Search,494.47,11140,661,554,152,27.44,Lagos,26/06/2025
C-1000,Intro to Python,LinkedIn Sponsored,1012.84,33813,1558,1178,462,39.22,Cape Town,10/07/2025
C-1006,AI for Non-Techies,Instagram Stories,1094.4,28251,1133,870,233,26.78,Kigali,08/06/2025
C-1006,AI for Non-Techies,LinkedIn Sponsored,1304.71,33083,3897,3178,1543,48.55,Nairobi,20/04/2025
C-1006,AI for Non-Techies,Facebook Ads,64.43,3544,104,97,51,52.58,Abuja,15/04/2025
C-1009,Remote Work Productivity,Google Search,464.74,11640,419,306,78,25.49,Abuja,27/04/2025
C-1004,Digital Marketing Basics,LinkedIn Sponsored,1652.24,48333,3661,3279,1634,49.83,Cape Town,16/06/2025
C-1005,Project Management 101,Facebook Ads,1656.39,46642,4948,3486,1131,32.44,Abuja,27/06/2025
C-1006,AI for Non-Techies,Google Search,1838.61,49212,556,393,212,53.94,Johannesburg,17/04/2025
C-1007,Graphic Design Essentials,LinkedIn Sponsored,72.63,3261,153,133,68,51.13,Lagos,19/06/2025
C-1002,Data Visualization with Power BI,Email Blast,258.46,18126,272,253,85,33.6,Cape Town,28/06/2025
C-1002,Data Visualization with Power BI,Google Search,367.07,17665,1393,1242,358,28.82,Accra,02/07/2025
C-1000,Intro to Python,Facebook Ads,285.63,8650,380,360,100,27.78,Abuja,20/05/2025
C-1006,AI for Non-Techies,Email Blast,2264.29,47272,6596,4859,2858,58.82,Nairobi,20/05/2025
C-1008,UI/UX Fundamentals,Instagram Stories,540.79,13374,1789,1348,611,45.33,Accra,11/05/2025
C-1006,AI for Non-Techies,LinkedIn Sponsored,413.86,17572,2601,1938,981,50.62,Abuja,02/06/2025
C-1009,Remote Work Productivity,Instagram Stories,605.71,21183,732,589,304,51.61,Nairobi,02/05/2025
C-1001,Advanced Excel,Email Blast,1477.83,42692,3639,3452,1241,35.95,Kigali,11/06/2025
C-1002,Data Visualization with Power BI,Google Search,885.21,18630,1138,908,434,47.8,Abuja,11/06/2025
C-1004,Digital Marketing Basics,Google Search,26.19,1420,122,108,25,23.15,Cape Town,12/05/2025
C-1000,Intro to Python,Facebook Ads,225.55,7348,590,415,124,29.88,Abuja,30/04/2025
C-1008,UI/UX Fundamentals,LinkedIn Sponsored,932.4,28318,342,262,106,40.46,Abuja,08/07/2025
C-1002,Data Visualization with Power BI,LinkedIn Sponsored,593.01,12560,1753,1509,552,36.58,Accra,08/06/2025
C-1002,Data Visualization with Power BI,Instagram Stories,517.6,13977,1675,1256,316,25.16,Accra,31/05/2025
C-1008,UI/UX Fundamentals,Instagram Stories,287.91,8224,726,651,322,49.46,Johannesburg,21/04/2025
C-1002,Data Visualization with Power BI,Facebook Ads,611.08,14168,2098,1748,428,24.49,Accra,25/04/2025
C-1003,SQL for Beginners,Instagram Stories,681.54,17996,814,727,423,58.18,Cape Town,06/05/2025
C-1009,Remote Work Productivity,Google Search,196.72,8156,762,621,214,34.46,Nairobi,18/04/2025
C-1004,Digital Marketing Basics,Instagram Stories,118.67,6616,655,581,273,46.99,Nairobi,30/04/2025
C-1004,Digital Marketing Basics,LinkedIn Sponsored,163.96,5211,412,369,144,39.02,Lagos,15/04/2025
C-1009,Remote Work Productivity,Instagram Stories,750.75,16386,1932,1671,607,36.33,Cape Town,05/07/2025
C-1001,Advanced Excel,Facebook Ads,17.2,1623,53,50,12,24,Cairo,11/07/2025
C-1000,Intro to Python,Email Blast,1892.94,44602,6003,4569,2247,49.18,Lagos,15/05/2025
C-1001,Advanced Excel,Email Blast,569.69,14832,1931,1830,581,31.75,Lagos,14/06/2025
C-1006,AI for Non-Techies,Email Blast,1001.03,40517,1059,849,457,53.83,Cairo,03/07/2025
C-1007,Graphic Design Essentials,LinkedIn Sponsored,1565.94,32013,2969,2452,1123,45.8,Abuja,29/04/2025
C-1005,Project Management 101,LinkedIn Sponsored,740.13,25299,450,379,206,54.35,Kigali,01/07/2025
C-1003,SQL for Beginners,Instagram Stories,399.63,24672,517,434,144,33.18,Abuja,26/04/2025
C-1009,Remote Work Productivity,LinkedIn Sponsored,200.69,4751,612,508,291,57.28,Kigali,04/07/2025
C-1001,Advanced Excel,Instagram Stories,21.52,1202,128,89,33,37.08,Abuja,20/04/2025
C-1002,Data Visualization with Power BI,Email Blast,82.27,2682,368,273,85,31.14,Nairobi,29/04/2025
C-1008,UI/UX Fundamentals,Google Search,261.86,19315,905,680,298,43.82,Kigali,10/06/2025
C-1007,Graphic Design Essentials,Instagram Stories,1336.75,41524,753,597,291,48.74,Abuja,14/05/2025
C-1003,SQL for Beginners,LinkedIn Sponsored,57.17,1205,83,69,23,33.33,Lagos,21/06/2025
C-1005,Project Management 101,LinkedIn Sponsored,168.54,3998,70,60,33,55,Cape Town,03/05/2025
C-1003,SQL for Beginners,Instagram Stories,545.05,40764,1457,1127,548,48.62,Abuja,25/05/2025
C-1009,Remote Work Productivity,LinkedIn Sponsored,88.71,6332,783,688,338,49.13,Abuja,05/05/2025
C-1007,Graphic Design Essentials,Facebook Ads,514.89,44144,4877,4242,2258,53.23,Abuja,15/04/2025
C-1004,Digital Marketing Basics,Google Search,1318.99,40791,539,427,110,25.76,Accra,18/05/2025
C-1008,UI/UX Fundamentals,Email Blast,385.16,38479,5326,4249,2285,53.78,Lagos,31/05/2025
C-1002,Data Visualization with Power BI,Facebook Ads,1558.09,33632,1129,798,264,33.08,Cairo,18/06/2025
C-1008,UI/UX Fundamentals,Google Search,1501.84,31592,744,633,240,37.91,Cape Town,21/05/2025
C-1001,Advanced Excel,Email Blast,891.82,32599,885,666,141,21.17,Johannesburg,08/06/2025
C-1003,SQL for Beginners,Google Search,513.96,14870,727,667,294,44.08,Nairobi,05/05/2025
C-1001,Advanced Excel,Facebook Ads,1474.47,29501,2491,1800,680,37.78,Accra,17/05/2025
C-1005,Project Management 101,LinkedIn Sponsored,369.03,26132,3316,3061,1620,52.92,Johannesburg,15/05/2025
C-1004,Digital Marketing Basics,Instagram Stories,640.36,44642,1867,1308,420,32.11,Nairobi,04/06/2025
C-1002,Data Visualization with Power BI,Instagram Stories,1440.11,36031,2745,2386,1311,54.95,Nairobi,15/07/2025
C-1005,Project Management 101,Email Blast,571.12,15667,2215,1580,323,20.44,Nairobi,12/05/2025
C-1005,Project Management 101,Instagram Stories,534.5,25707,1298,990,329,33.23,Abuja,20/06/2025
C-1003,SQL for Beginners,LinkedIn Sponsored,577.62,15650,1277,1034,418,40.43,Nairobi,18/06/2025
